,text,hashtags_count
1055,"The COVID-19 vaccine began to be distributed to states in the United States.

The process of transmission of vaccines developed by Pfizer-BioNtech is made neatly and systematically to ensure its quality is not affected.

https://facebook.com/onenewsonlineofficial/videos/836070810516100â€¦
#onenews #vaksin #covid19 #amerikasyarikat",4
1056,"Even with vaccines on the way, treatments are needed to prevent COVID-19 from getting worseâ€”and to be ready for COVID-25, COVID-37, and so on.

https://bit.ly/3gQQKLQ",0
1057,"
The RMAF also carries PPE set equipment from MOH to cater for the needs of Sabah state health centres
@airforcenextgen
 @KKMPutrajaya
 @MarkasATM
#TUDM #Sabah #KKM #PPE #COVID19 #RTK #AirTimesTUDM flying 110,250 COVID-19 screening kits to Sabah
SUBANG, Dec 15 – Dec â€"" The Royal Malaysian Air Force (RMAF) fl flies medical equipment â€̃Rapid Test Kit (RTK) Antigenâ€™ COVID-19 of 110,250 from the Social Welfare Organisation (PERKâ€¦
airtimes.my

The TUDM also carries PPE set equipment from MOH to cater for the needs of Sabah state health centres
@airforcenextgen
 @KKMPutrajaya
 @MarkasATM
#TUDM #Sabah #KKM #PPE #COVID19 #RTK #AirTimesTUDM flying 110,250 COVID-19 screening kits to Sabah
SUBANG, Dec 15 – Dec â€"" The Royal Malaysian Air Force (RMAF) fl flies medical equipment â€̃Rapid Test Kit (RTK) Antigenâ€™ COVID-19 of 110,250 from the Social Welfare Organisation (PERKâ€¦
airtimes.my
",14
1058,The Government proposes to increase the purchase of COVID-19 vaccine to meet the immunization needs of up to 70% of the people compared to the original quantity of 30%. #COVID19 #KitaTeguhKitaMenang #KomunikasiKita,3
1059,"
Minus Budget2021. If there's a reject, Muhyiddin &amp; Gang make ""Shafie Apdal Move"", hold PRU15, how? Budget doesn't pass, Covid19 case rampages, 
@DGHisham
 &amp; Gang gets dizzy. People, want to remove the EPF again to? Or expect Ebit Liew to help?
",0
1060,MUSAADAH COVID-19 : WE CARE FOR ANDADR. Zulkifli Mohamad Al-Bakri @drzul_albakri MUSAADAH COVID-19 : WE CARE ABOUT YOU pscp.tv,0
1061,Replying to @mkini_bm@MuhyiddinYassin @tzafrul_aziz @KWSPMalaysia @NajibRazak @drasyrafwajdi @DrZahidHamidi @chedetofficial @anwaribrahim #kwsp10k give contributors all in need. Dispose of JASA allocation. Add lg allocation to #Covid_19 Eliminate political cronies. New tu folk empowerment,2
1062,"Spread the awareness to avoid confusion 
  #Covid_19 #covidteamklia",2
1063,"#globalbuzz Brazil reported 433 deaths from the #COVID-19 disease in the last 24 hours, raising the death toll to 181,835 - Ministry of Health",2
1064,#ICYMI #BuletinBernama COVID-19: Two new clusters identified https://facebook.com/167047123315520/videos/426285438500909…,2
1065,"#ICYMI #BuletinBernama COVID-19: New cases 1,371, Selangor remains the highest case record https://facebook.com/167047123315520/videos/232909254897930…",2
1066,"When #TyphoonGoni hit the #Philippines in November, Cristina lost most of her belongings. Despite the devastation and #COVID19 pandemic, she is determined to stay positive. 

“We will rise again, no matter how tough and slow it will be to rebuild our homes and livelihoods.”IFRC and Philippine Red Cross",3
1067,0904HRS United we firmly control the contagion of COVID19. We can afford to do it together. #SMARTTunnel #SMARTshares #1stdualpurposetunnelintheworld #BersamaCegahCovid,4
1068,Estivization of new norms in the community to prevent the spread of COVID-19. #CegahCOVID19 #KitaJagaKita #PatuhiSOP,3
1069,#ICYMI Two new clusters #COVID-19 detected involving workplaces - @DGHisham https://bernama.com/bm/news.php?id=1912208â€¦,2
1070,"Nepali worker Top Glove's first Covid-19 death, says company
https://thestar.com.my/news/nation/2020/12/15/nepali-worker-top-gloves-first-covid-19-death-says-companyâ€¦Nepali worker Top Gloveâ€™s first Covid-19 death, says company
KLANG: A 29-year-old Nepali is believed to be the first casualty among medical latex glove maker Top Glove Corporation Bhdâ€™s workers who tested positive for Covid-19.
thestar.com.my",0
1071,latest statistics #COVID19 14 December 2020. Together we stem the spread of #COVID19 by following the advice and instructions @MKNJPM Dan @KKMPutrajaya . Take care of the alignment and reduce face-to-face interactions. Successfully #BanciMalaysia2020 e-census in https://ecensus.mycensus.gov.my/landing0:31 92 views,3
1072,"BWF meets will go on although Lund is down with Covid-19
https://thestar.com.my/sport/badminton/2020/12/15/bwf-meets-will-go-on-although-lund-is-down-with-covid-19â€¦BWF meets will go on although Lund is down with Covid-19
PETALING JAYA: The much-awaited badminton season will take off as planned although the Badminton World Federation (BWF) secretary general Thomas Lund has been tested positive for Covid-19. The world...
thestar.com.my",0
1073,"#globalbuzz The National Center for Disease Control of Libya reported 578 new #COVID-19 cases, bringing the total confirmed cases in the North African country to 91,357",2
1074,"#globalbuzz Another 20,263 people in Britain have tested positive for #COVID-19, bringing the total number of cases in the country to 1,869,666. The coronavirus-related deaths in Britain rose by 232 to 64,402 - Health Secretary Matt Hancock",2
1075,"3

#Corruption is cancer

If left untreated, it collapses the country

#LockHimUp 

#TrumpCorruption #Trump #TrumpLiesEverytimeHeSpeaks #TrumpVirus #Covid_19 #coronavirus #TrumpOwnsEveryDeath #TrumpCult #Traitor #TreasonousTrump #HumanRights #Resist #Resistance #Truth #FactsGIF",17
1076,"#CovidVaccine #COVID19Quote Tweet
Faheem Younus, MD
@FaheemYounus
 Â· Dec 14
COVID vaccine is great news for EVERYONE â€” except the virus:)",2
1077,Looking forward to the outcome. I've visited the Kajang women's prison before a few years ago. Saw a few of them in mask. Wardens told me they were TB patients and had to be isolated. Can't imagine how they do it now with COVID-19. https://nst.com.my/amp/opinion/letters/2020/12/649456/modernising-prison-management?__twitter_impression=trueâ€¦,0
1078,"If you don't reject #lies, your children may not have a home because America will cease to exist

No #Truth - No Future

#Trump #TrumpIsARacist #TrumpVirus #COVID19 #Traitor #TraitorsSupportTraitorTrump #TrumpIsALiar #TrumpGenocide #Treason #freedom #HumanRights #Resist #Facts1:46
226 views",15
1079,"Latest Status #COVID19, 14 Dis 2020 Cured cases=1,204 Total cured cases=70,597 cases New case positive=1,371 cases (1,370 local, 1 import) Total positive=84,846 cases Death case=4 Total death cases=419 cases Cases treated in ICU=114 cases Respiratory Help=62 cases",1
1080,"Friday Sermon : ""Give To Parents, Invite Happy Living"" Khatib: YBhg Datuk Haji Hasbullah L. Isa (Honorary Assistant Secretary-General of PERKIM) Datuk Hj Hasbullah Video: FLT https://youtu.be/WUmpBLj0ajs #khutbah #jumaat #ibubapa #covid19 #perkim #surauperkimKhutbah Statement -Present to Parents Inviting Happy Living:... Friday Sermon : ""Present to Parents, Invites Happy Life ""Khatib: YBhg Datuk Haji Hasbullah L. Isa (Assistant Honorary Secretary-General of PERKIM)Su... youtube.com",6
1081,"#AGENDA to reach phase three of Dec 28, the Covid-19 Vaccine arrives at the end of https://selangorkini.my/2020/12/singapura-masuki-fasa-tiga-28-dis-vaksin-covid-19-tiba-hujung-tahun/?utm_source=dlvr.it&utm_medium=twitterâ€¦",1
1082,"14 DEC - 50 families in Semabuk and Duyong, Melaka received food packs from #MERCYMalaysia last week. Visit our FB for more https://facebook.com/MERCYMalaysia #mercymalaysiavolunteers #mercyfightscovid19 #COVID19 #kitajagakita",5
1083,"58 Covid-19 clusters in Sabah still active58 Covid-19 clusters in Sabah still active | The Malaysian Insight
Out of 283 new cases, 64 are from screening of existing clusters, says Masidi Manjun.
themalaysianinsight.com",0
1084,"Secretary-General Dato' Sri 
@IkramShahrul
 today received a contribution of N95 face masks from 
@MERCYMalaysia
 for delivery to Myanmar as part of 
's COVID-19 assistance programme.0:06
2.3K views",0
1085,Continue to practice new norms and self-control in everyday life so that we can jointly disconnect the chain of contagion of #COVID19. Source: National Security Council,1
1086,Selangor Journal | Two new Covid-19 clusters at work places detected https://selangorjournal.my/2020/12/two-new-covid-19-clusters-at-work-places-detected/?utm_source=dlvr.it&utm_medium=twitterâ€¦,0
1087,"58 #COVID19 clusters in Sabah still active

https://bernama.com/en/general/news.php?id=1912248â€¦",1
1088,"Secretary-General Dato' Sri 
@IkramShahrul
 today received a contribution of N95 face masks from 
@MERCYMalaysia
 for delivery to Myanmar as part of 
's COVID-19 assistance programme.0:01
2.3K views",0
1089,"Covid-19: We Take Care of Us Remember your loved ones, obey the SOP set to take care of the safety of our communities. A small step in the right direction, let's obey and practice it! #BeliaPrihatin #gpbbpb #KitaJagaKita #PatuhiSOP #StayHomeStaySafe",5
1090,Status Covid-19 Malaysia 9 November 2020 https://youtube.com/watch?v=dw-TYHViFawâ€¦ #covid19 #covid19malaysia #coronavirus #Malaysia #KitaJagaKita #KitaTeguhKitaMenang #KitaMestiMenang #StayHome #StaySafe #MalaysiaPrihatin #RakyatJagaRakyatStatus Covid-19 Malaysia 9 November 2020 COVID-19; 9 November 2020 Total new discharge:1345 Cumulative Total:29579 (71.8%)Total new cases:972 Total cumulative:41181 Total active cases:11308 Localkes: 967 (... youtube.com,11
1091,LATEST COVID-19 PANDEMIC IN TERENGGANU 9 NOVEMBER 2020 SOURCE : FB TERENGGANU STATE HEALTH DEPARTMENT #MBKT #KualaTerengganu #PatuhiPKPB #KitaJagaKita,4
1092,"THE CONCEPT OF CULTIVATING NEW NORMS Cultivation of new norms using CAPP approach by targeting individuals, families and communities in preventing the spread of COVID-19 #PembudayaanNormaBaharuDalamKomuniti #KitaJagaKita #StaySafe",3
1093,"JUST IN: Malaysia's #Covid_19 death toll is at 294 with 8 new deaths. 

* 1,345 discharged, total now is 29,579.
* 972 new cases, total now is 41,181.
* 11,308 active cases
* 86 in ICU, 31 on ventilators

#KitaJagaKita",2
1094,"COVID-19 Current Status In Malaysia, 9 Nov 2020 SOURCE : FB MINISTRY OF HEALTH MALAYSIA #MBKT #KualaTerengganu #PatuhiPKPB #KitaJagaKita",4
1095,1804hrs The traffic flow is moving smoothly and controlled towards all directions along the highway. The weather is good. Follow the Recovery Movement Control Order (MCO) command. Together decided on the covid-19 virus spread chain. #kltu #StaySafe #KitaJagaKita,3
1096,"Distribution of Herbal Medicine Mpon-mpon & Vitamin C to the Community https://youtu.be/zJNuX0761yU Follow me : Instagram : @g .anti.covid19 Twitter : @G_Anti_Covid19 YouTube : GA Covid-19 Facebook : GA Corona #KitaJagaKita #GerakanKebaikan #GACovid19 #PakaiMasker #DirumahAja #ProtokolKesehatanPoslink GA Covid JB 031 Grogol Village Memmbagikan Jamu Mpon-mpon &amp; ... Poslink GA Covid 19 JB 031 Keluruhan Grogol, Together with The Management of RW 09, LMK RW 09, Task Force Covid 19 RW 09, Karang Taruna RW 09, FKDM, Mitra Jaya & Pemuda Pa... youtube.com",6
1097,"9 Nov- PreventION OF COVID-19, PATI Prevention Operations carried out in an integrated manner https://berita.rtm.gov.my/index.php/jenayah/23200-cegah-covid-19-operasi-cegah-pati-dijalankan-secara-bersepaduâ€¦ 'The authentic, at RTM News' #BeritaRTM #RTM #COVID19Malaysia #PKPP #KitaJagaKita #KitaMestiMenang #KomunikasiKita #KerajaanPrihatin #KitaPrihatin",9
1098,"PKPB SOP IN THE COUNTRIES INVOLVED STARTS TODAY, 9 NOV 2020 TO 6 DIS 2020! Together we help the country to disconnect the Covid-19 infection chain. #PerintahKawalanPergerakanBersyarat #ConditionalMovementControlOrder #KitaJagaKita #KitaMestiMenang #Covid19Quote Tweet NATIONAL SECURITY COUNCIL OF THE PRIME MINISTER'S DEPARTMENT It's not going to be over Nov 8 SOP PKPB FOR COUNTRIES IN PENINSULAR MALAYSIA",5
1099,"PKPB A joint effort to handle the COVID-19 pandemic by the Government. #Kitajagakita
 Insha Allah #allahjagakita",2
1100,"Cat dinnet distancing 
#COVID__19 #COVID19 #KitaJagaKita
 #Caturday #cat #CancelTheLockdown #malamminggu #Kucing",8
1101,"Open door pleasee, i brought snacks for us #KitaJagaKita #Kucing #cat #Caturday #malamminggu #Malaysia #KualaLumpur #selangor #COVID__190:15 26 views",9
1102,Let's support #frontliner.. They work daytime obstruction of Covid-19. Now we're #frontliner.. #KitaJagaKita,3
1103,TAKE KNOW AND CARE WHO IS THE CONTACT OF COVID-19 MEETING? Which category are you in when there is a positive case at work? Amalkan SOP suggested by KKM with discipline and continue using Mysejahtera Application. #kitamestimenang #staysafe #binasempurna #kitajagakitaKKR Malaysia and 3 others,4
1104,May this partnership be beneficial for your masters. Let us unite together in combating the spread of this Covid-19 outbreak. The important thing is#kitajagakita and #dudukdirumah ! Sincerely #teamMPR,2
1105,#VideoMakmurJohor Covid-19 Case Statistics in Malaysia until 8 November 2020 #KitaJagaKita #KeepJohorSafe Source: @StatsMalaysia,3
1106,Status Covid-19 Malaysia 8 November 2020 https://youtube.com/watch?v=ASskhTDDFRsâ€¦ #covid19 #covid19malaysia #coronavirus #Malaysia #KitaJagaKita #KitaTeguhKitaMenang #KitaMestiMenang #StayHome #StaySafe #MalaysiaPrihatin #RakyatJagaRakyatStatus Covid-19 Malaysia 8 November 2020 COVID-19; 8 November 2020 Total new discharge:825 Cumulative Total:28234 (70.2%) Total new cases:852 Cumulative Total:40209 Total active cases:11689 Case of place... youtube.com,11
1107,2212hrs The flow of traffic is moving smoothly and controlled towards all directions along the highway. Rainy weather. Follow the Conditional Movement Control Order (MCO) order. Together decided on the covid-19 virus spread chain. #kltu #StaySafe #KitaJagaKita,3
1108,Starting tomorrow pkpb 9/11 until 6/12 #HapusCOVID19 #KitaJagaKita #pakaimasker #sentiasacucitangan #JagaJarak #Covid_19,6
1109,Madu 3 #COVID19 #COVID #COVID__19 #ChampionsLeague #KitaJagaKita #HapusCOVID19,6
1110,Covid-19 Latest Statistics in Sarawak @rtm_sarawak #covid19 #KitaMestiMenang #KitaJagaKita Source: Press Statement JPBN No. 276/2020 SARAWAK DISASTER MANAGEMENT COMMITTEE 8 NOVEMBER 2020 https://instagram.com/p/CHVGJ3lgBbd/?igshid=56wqnq6inzctâ€¦,3
1111,"The number of vehicles increased sharply, which returned to apply for self-quarantine. #KitaJagaKita #Covid_19",2
1112,"8 Nov - Authorities carry out Roadblocks (SJR) at Bukit Raja Toll, Klang (Exit Line) implemented to stem the spread of COVID-19. 'The authentic, at RTM News' #BeritaRTM #RTM #COVID19Malaysia #PKPP #KitaJagaKita #KitaMestiMenang #KomunikasiKita0:03 308 views",7
1113,close contact. The remaining 272 cases are from other categories. More information on https://command.sabah.gov.my Source: Sabah State Covid-19 Disaster Management Committee #JaPenSabah #KitaJagaKita #TeguhKitaMenangBersama,3
1114,"Today Sabah recorded 512 Cured Patients, 524 New Positive Cases, 2 cases of deaths and no increase in new clusters. Source: Sabah State Covid-19 Disaster Management Committee #JaPenSabah #KitaJagaKita #TeguhKitaMenangBersamaQuote Tweet Sabah State Information Department @JapenSabah It's not going to be over Nov 8 Today Sabah recorded 512 Cured Patients, 524 New Positive Cases, 2 cases of deaths and no increase in new clusters. Source: Sabah State Covid-19 Disaster Management Committee",3
1115,"D. Roadblock Report (SJR), Enforcement in Sabah Waters, Sanitation and General Announcements (Info On Wheels) More information on https://command.sabah.gov.my Source: Sabah State Covid-19 Disaster Management Committee #JaPenSabah #KitaJagaKita #TeguhKitaMenangBersamaQuote Tweet Sabah State Information Department @JapenSabah It's not going to be over Nov 8 D. Roadblock Report (SJR), Enforcement in Sabah Waters, Sanitation and General Announcements (Info On Wheels) More information on https://command.sabah.gov.my Source: Sabah State Covid-19 Disaster Management Committee #JaPenSabah #KitaJagaKita #TeguhKitaMenangBersama Show this thread",6
1116,#BeritamakmurJohor Johor State Government will improve the methods and methods of delivering assistance to target groups affected by the COVID-19 pandemic More news on http://makmurjohor.com #KitaJagaKita #KeepJohorSafe #BerdiriBersamaJohor,4
1117,May we get together to curb Covid-19 and May Malaysia recover quickly as it is ready. #pleasestayathome #kitajagakita,2
1118,1403hrs The flow of traffic is moving smoothly and controlled in all directions along the highway. The weather is good. Follow the Conditional Movement Control Order (MCO) order. Together decided on the covid-19 virus spread chain. #kltu #StaySafe #KitaJagaKita,3
1119,Originally only Seremban scrolls one state of PKPB at this time. sit home and run the job of the title.. make â€œfrontlinersâ more striving for 2.. congratulations to all of us all protected. #throwback #frontliners #covid_19 #kitajagakita *Old pictures are just ornaments,4
1120,Let's follow the steps of protecting yourself & the public from the COVID-19 outbreak. #LPTdihati #MohSinggah #PasangSokmo #KitaJagaKita,4
1121,Information Delivery Focus : COVID-19 Chain Breaking Campaign Implementation of Conditional Movement Control Order (MCO) Essence of Budget 2021 (People's Wellbeing) #IOW #KomunikasiKita #PerintahKawalanPergerakanBersyarat #PKPB #JanganLekaDanAlpa #KitaJagaKita,6
1122,"PKPB is across the state in semanjung except Perlis, Pahang &amp; Kelantan from 9 November to 6 December 2020. #covid_19 #KITAJAGAKITA #PKPB",3
1123,0100hrs:The traffic flow is moving smoothly and controlled towards all directions along the highway. The weather is good. Follow the Conditional Movement Control Order (MCO) order. Together decided on the covid-19 virus spread chain. #kltu #StaySafe #KitaJagaKita,3
1124,"P=Perlis K=Kelantan P=Pahang B=Free Equally we pray that the other states are free from the contagion of covid-19. Aamiin, I'm sorry. #staysafe #ALLAHJAGAKITA #KitaJagaKita",3
1125,May you all survive the coronavirus #pkp #pkpb #covid_19 #covid19malaysia #corona #dudukrumah #kitajagakita #kamibinadeko,8
1126,CMCO is nearer guys so let's stop the spread of COVID-19 #StayHomeSaveLives #stayhomestaysafe #StopTheSpread #KitaJagaKita #kitamestimenang #StaySafeStayHealthy,6
1127,"Greetings, self-care, family care, we take care of us. Yes ALLAH forgive us all our sins. #allahmahabesar #jauhkancorona #kitajagakita #dudukrumah #covid_19 #corona #malaysiaaman #kamilogisticstransport",8
1128,"Thank you for all the love & support, stranger afar. We try our best to deliver good flavourful food. #lockdown #again #covid_19 #kitajagakita #supportlocal #galanggalcafe @ Galanggal Cafe https://instagram.com/p/CHS1396gQPW/?igshid=q1h5zkelstkvâ€¦",6
1129,2302h:The traffic flow is moving smoothly and controlled towards all directions along the highway. The weather is good. Follow the Conditional Movement Control Order (MCO) order. Together decided on the covid-19 virus spread chain. #kltu #StaySafe #KitaJagaKita,3
1130,Status Covid-19 Malaysia 7 November 2020 https://youtube.com/watch?v=uWERFXmqyoAâ€¦ #covid19 #covid19malaysia #coronavirus #Malaysia #KitaJagaKita #KitaTeguhKitaMenang #KitaMestiMenang #StayHome #StaySafe #MalaysiaPrihatin #RakyatJagaRakyatStatus Covid-19 Malaysia 7 November 2020 COVID-19; 7 November 2020 Total new discharge: 1029 Cumulative Total: 27409 (69.6%) Total new cases: 1168 Cumulative total: 39357 Total active cases: 11666 Cases ... youtube.com,11
1131,Goal 1 : People's Welfare. Strategy : Fighting COVID-19 and Public Health #StopCOVID19 #KitaJagaKita @KDNPUTRAJAYA @KKMPutrajaya @FriendsOfKDN @dhzhamzah @DGHisham @KPPenjara @AZIZRAZAK2,2
1132,Information Delivery Focus : COVID-19 Chain Breaking Campaign Essence of Budget 2021 (People's Wellbeing) #IOW #KomunikasiKita #JanganLekaDanAlpa #KitaJagaKita #KitaMestiMenang #NormaBaharu #COVID19 #coronavirus #Belanjawan2021 #KesejahteraanRakyat,10
1133,What PKPB Means P - Perlis K - Kelantan P - Pahang B - Free Obey the sop that is set do not forget to use mask #KitaJagaKita #COVID__19,2
1134,"Congratulations and thank you for the amazing talent showcased by MyOHUN,UM and local rap artist on the collaborative production of this music video to promote the prevention of COVID-19 infections. Link video: https://youtube.com/watch?v=3GdLPJ5g1nEâ€¦ #kitajagakita #teguhbersama #UNIMASofficialDUDUK-STRETCHING This music video is a collaborative initiative for community awareness to prevent the spread of COVID-19. Youth are important engines to educate Malaysia in ... youtube.com",3
1135,2005h:The traffic flow is moving smoothly and controlled towards all directions along the highway. The weather is good. Follow the Conditional Movement Control Order (MCO) order. Together decided on the covid-19 virus spread chain. #kltu #StaySafe #KitaJagaKita,3
1136,[Jom RT dan follow platform @malaysiafreeRT ] This Covid-19 season of online shopping is better! #kitajagakita @malaysiafreeRT gather all small business there. Window shopping here is best! All goods & services are there! Hehehe Support small business young Malaysians!,1
1137,"NEW CASES OF COVID-19 BY STATE, 7 NOVEMBER 2020 Putrajaya, Perlis, Kelantan and Pahang did not report new cases today. All 1,168 positive cases today are local cases. #COVID19Malaysia #PKPP #PKPD #PKPB #KKM #staysafe #kitajagakita #DudukDirumah #Covid19",9
1138,"COVID-19 Current Status In Malaysia, 7 Nov 2020 SOURCE : FB MINISTRY OF HEALTH MALAYSIA #MBKT #KualaTerengganu #PatuhiPKPP #KitaJagaKita",4
1139,DOF and District Disaster Management District distributed 300 sets of food supply to the Sabah Omadal Island community &amp; seaweed breeders impressed by the covid-19 pandemic #mydof #penerajuperikanan #tamanlautkhazanahnegara #mafi #makanankitamasadepankita #staysafe #fightcovid19 #kitajagakita,8
1140,Covid-19 Latest Statistics in Sarawak @rtm_sarawak #covid19 #KitaMestiMenang #KitaJagaKita Source: JPBN Press Statement No. 275/2020 SARAWAK DISASTER MANAGEMENT COMMITTEE 7 NOVEMBER 2020 https://instagram.com/p/CHSPuBgjA4B/?igshid=119ox9vhcgoy9â€¦,3
1141,"Taking care of self-health, COVID-19 is fast spreading. Get treatment immediately if you have symptoms. #PKPP #kitajagakita #KitaTeguhKitaMenang #BersamaCegahCovid19 https://instagram.com/p/CHSPprgsdsK/?igshid=1agpgjx6omey6â€¦",4
1142,"Perhaps this is the best path to curb the growing spread of the covid 19 outbreak. Hopefully, all of us will make it insya Allah, eliminate covid 19 from the earth of This Land yes Allah. Ameen #kitajagakita",1
1143,"The government announced that PKPB is implemented nationwide with the exception of Kelantan, Pahang, Perlis from November 9 to December 6 #stayathome #staysafe #covid19malaysia #covid_19 #kitajagakita #kitamestimenangThe following media includes potentially sensitive content. Change settings View",6
1144,1708h:The traffic flow is moving smoothly and controlled towards all directions along the highway. The weather is good. Follow the Conditional Movement Control Order (MCO) order. Together decided on the covid-19 virus spread chain. #kltu #StaySafe #KitaJagaKita,3
1145,"Conditional Movement Control Order mco is implemented throughout the state in Peninsular Malaysia except Perlis, Pahang and Kelantan for 4 weeks beginning 9 NOV-6 December 2020. Let us all together decide on the Covid-19 chain. #DudukDiRumah #KitaJagaKita #FELCRACares",3
1146,"To avoid the spread of the Covid 19 outbreak, Users are advised to register for SESB Online Customer Service. Really simple! Press the following link for the SESB OCS list Browse https://ocs.sesb.com.my now! #KitaJagaKita #SESB",2
1147,"Continue with DAKAP, Johor helped Sabahans be severely affected throughout the COVID 19 pandemic #kitajagakita #BantuSabah #StandAndFight",3
1148,"Contributions through DAKAP, Johor can be made: Account name : PAPISMA Johor Branch Bank:- CIMB Account No :- 860 3577 572 Ref: DAKAP COVID 19 Keep contributing. #PAPISMAJohor2020 #DAKAPJohor2020 #cegahCOVID19 #kitajagakita #kitabersaudara #kalaubukankitasiapalagi",6
1149,Me waiting for you guys to buy my product at http://eatforgood.net We have 11.11 flash sale on our website!! So stay tuned!!! #sapotlokal #KitaJagaKita #covid_19. https://instagram.com/p/CHRpGBSJk16/?igshid=1qu1czv1k2buqâ€¦Home | Eat For Good. | Snack with a purpose Eat For Good. | Snack with a purpose. We support nutrition programs for vulnerable children. eatforgood.net,3
1150,"Be reminded of the alert of Covid-19, however. Always wear a mask and carry a hand sanitizer. #KitaJagaKita",1
1151,"Take care and stay safe peeps! We can fight this together! #kitajagakita #covid_19 #staysafe #stayhome #pandalovecosmetic #pandalovecake #pandalovecrunch #TeamEma @ Shah Alam, Malaysia https://instagram.com/p/CHRkUiTneuN/?igshid=fyblq60v5ztsâ€¦",8
1152,Don't be the cause of the covid-19 virus transmission to others! #JanganLekaDanAlpa #KitaJagaKita #KitaMestiMenang #NormaBaharu #COVID19 #coronavirus #KLCeria #CMSWPKL,8
1153,1113 Traffic flow is moving smoothly and controlled towards all directions along the highway. The weather is good. Follow the Conditional Movement Control Order (MCO) order. Together decided on the covid-19 virus spread chain. #kltu #StaySafe #KitaJagaKita,3
1154,"sad also listen to this song??? Whatever it is, may we reduce the spread of Covid-19, and hopefully the old children do not return to the village, can we come back to see the father' father? #KitaJagaKitaMarsha &amp; Velvet Back With 'People Tadau', Dedication L blowing songs for Sabahan children xtra.com.my",1
1155,"Don't be slow, the system is still On ni before the end of 2020. God willing, tomorrow I will announce the initiative #KitaJagaKita . InsyaAllah during this tough period Pandemic Covid-19, I will try to help which one should ye",1
1156,Status Covid-19 Malaysia 6 November 2020 https://youtube.com/watch?v=S_KMNwcLeMgâ€¦ #covid19 #covid19malaysia #coronavirus #Malaysia #KitaJagaKita #KitaTeguhKitaMenang #KitaMestiMenang #StayHome #StaySafe #MalaysiaPrihatin #RakyatJagaRakyatStatus Covid-19 Malaysia 6 November 2020 COVID-19; 6 November 2020 Total new discharge:726 Cumulative Total:26380 (69.1%) Total new cases:1755 Cumulative Total:38189 Total active cases:11530 Case place... youtube.com,11
1157,Member of me positive covid 19 and self-care #KitaJagaKita,1
1158,2210h:The traffic flow is moving smoothly and controlled towards all directions along the highway. The weather is good. Follow the Conditional Movement Control Order (MCO) order. Together decided on the covid-19 virus spread chain. #kltu #StaySafe #KitaJagaKita,3
1159,[GENERAL INFO] LATEST STATUS OF COVID-19 &AMP; NEW CASES OF COVID-19 BY STATE IN MALAYSIA (6 NOVEMBER 2020) CREDIT : MINISTRY OF HEALTH MALAYSIA #KitaJagaKita #HapusCOVID19 #KitaMestiMenang #DadahTerkawal2025 #KatakanTidakPadaDadah #KemakmuranDanKesejahteraanBersama,6
1160,"IHSR presents to you the ""Malaysia Health Sector Response to COVID-19 Pandemic"" E-book, launched by our Minister of Health, YB Dato Sri Adham Baba. The e-book can be accessed here: http://library.nih.gov.my/e-doc/Flip-Book/Malaysian-Health-Sector-Response-to-COVID-19-Pandemic/index.htmlâ€¦ #kitamestimenang #kitajagakita #IHSR #NIH #COVID19",5
1161,2010h:The traffic flow is moving smoothly and controlled towards all directions along the highway. The weather is good. Follow the Recovery Movement Control Order (MCO) command. Together decided on the covid-19 virus spread chain. #kltu #StaySafe #KitaJagaKita,3
1162,"Today Malaysia recorded a new COVID-19 case of 1,755 and Sabah only by 1199 May Sabahans persevere and continue to combat the spread of the covid epidemic #KitaJagaKita By: Datuk Chong Sin Woon MCA Secretary-General https://facebook.com/AhChongSinWoon/posts/419641539438503-Chong Sin Woon",1
1163,"Dyeah we win alongside the follow-#kitajagakita covid-19 infection chain in our country. This crisis pandemic is ""unprecedented"" and extraordinary. Thus we need a remarkable solution.",0
1164,"Vaccination expenses such as for pneumococcal, influenza and Covid-19 will be tax exempted.

#belanjawan2021 #businessunleashed #budget2021 #mahzansulaiman #kitajagakita",5
1165,"One-off payment of RM500 to be given to frontline workers handling the Covid-19 pandemic which is expected to benefit around 100,000 people
#belanjawan2021 #businessunleashed #budget2021 #mahzansulaiman #kitajagakita",5
1166,"Bukit Gasing Residents: you can now get your COVID-19 tests* done for RM 60. We are the first in the country to do this and we hope the government will follow suit. #kitajagakita
*The test kits we are using are the same kits that MOH is using in the Klinik Kesihatan and in Sabah",1
1167,"SIARAN MEDIA

Kes positif Covid-19 di Majlis Perbandaran Selayang. 

#selangorgempurcovid19
#kitajagakita
#selayangkusayang
#perbandaranlestari",4
1168,Greetings Friday all. Let's equally read prayers ask for protection against the covid-19 outbreak. May all of us always be in The protection of Allah s.w.t. Amiin #Doa #DoaJumaat #SalamJumaat #DoaPerlindungan #Covid19 #KitaJagaKita,6
1169,Hearts - hearts yes. Dr Ahmad Firdaus Bin Mohd Haris Chairman and Co-Founder Medical Mythbusters Malaysia Telegram COVID-19 MALAYSIA join http://t.me/Covid_19Malaysiaâ€¦ #KitaJagaKita #NormaBaharuCOVID-19 MALAYSIA Its All About COVID-19... Jointly Assist the Government of Malaysia in dealing with the COVID-19 Join Group Telegram Serious Discussion COVID-19 MALAYSIA t.me/CoronaVirusMalaysia t.me,2
