UserName,Handle,Timestamp,text,Type
BERNAMA,@bernamadotcom,2020-12-15T08:56:00.000Z,"Join the inaugural Malaysia Women & Girls Forum on Thursday 17th December from 10am-3pm on UNFPA Malaysia’s FB LIVE. 

2020’s edition is themed “Malaysia's Women & Girls at the Heart of #COVID19 Recovery.”","News, Malaysia"
Business Today Malaysia,@BusinessTodayM1,2020-12-15T08:55:59.000Z,"Both the direct impact of the Covid-19 pandemic on the local economy and the resultant fall in trade from the global recession left a blow on Singapore’s economy,” said Lee Quane Regional Director - Asia at ECA InternationalSingapore Drops In The Most Expensive Place To Live Rankings
Both the direct impact of the Covid-19 pandemic on the local economy and the resultant fall in trade from the global recession left a blow on Singapore’s economy,” said Lee Quane Regional Director -...
businesstoday.com.my","News, Malaysia"
Media Selangor,@Media_Selangor,2020-12-15T08:46:03.000Z,Covid-19: Screening targets increasing workplace cases as well https://selangorkini.my/2020/12/covid-19-saringan-bersasar-sumbang-peningkatan-kes-tempat-kerja/?utm_source=dlvr.it&utm_medium=twitter...,"News, Malaysia"
Saluran TV1,@tv1_rtm,2020-12-15T08:00:00.000Z,OBEY SOP AT OIL STATION (Registration Through MySejahtera Application or Manually) 1. Checking Body Temperature 2. Wearing half-face blinds 3. Using Hand Sanitation 4 . Keeping Physical Distancing #COVID-19 #KitaTeguhKitaMenang #BreakTheChain,"News, Malaysia"
OneNews,@onenewsofficial,2020-12-15T07:50:28.000Z,"The Pahang National Security Council denied the tular message claiming there were cases of Covid-19 positive patients concealed at the First World Genting Highlands Hotel, Bentong. - Director of MKN Pahang @MKNJPM https://fb.watch/2o8YxA58W2/ #onenews #Genting #FirstWord","News, Malaysia"
BFM News,@NewsBFM,2020-12-15T07:50:00.000Z,"An intensive care unit nurse became the first person in the US to receive the Pfizer-BioNTech Covid-19 vaccine in Queens, New York.

The first 2.9 million doses were shipped to distribution centres across the country, just 11 months after the US recorded its first Covid-19 case.",Vaccine
,@mychinapress,"? people continue to fight the epidemic, the vaccine is not far away! https://chinapress.com.my/?p=2323590 I've seen it Send you the news https://t.me/chinapressonline... #????? #????? #???? #COVID19","? people continue to fight the epidemic, the vaccine is not far away! https://chinapress.com.my/?p=2323590 I've seen it Send you the news https://t.me/chinapressonline... #????? #????? #???? #COVID19","News, Malaysia"
KWSPMalaysia,@KWSPMalaysia,2020-12-15T07:49:32.000Z,"The tourism sector is among the most affected by COVID-19. So we provide examples of your scenario in this industry that can apply for i-Sinar. Don't forget, the application starts this December 21st. We'll make sure your application is running well! #isinar #kwspinfo","News, Malaysia"
Noor Hisham Abdullah,@DGHisham,2020-12-15T07:45:54.000Z,It is very challenging to strike a right balance between lives and livelihoods. Together we need to prepare for the worst and forecast the daily cases the next couple of weeks. Lets hope for the best and we need to live together with Covid-19,"News, Malaysia"
The Vibes,@thevibesnews,2020-12-15T07:34:41.000Z,"“This is not practical and is beyond the health service’s capability to implement.”

https://bit.ly/2Wioqs0

#thevibes #fromeveryside #Covid19 #Sabah #Kedah #SivaganggaGovt defends initial no-quarantine policy for returnees from Sabah
It would have necessitated same ruling for all states, which was not feasible, says Datuk Seri Mohd Redzuan Md Yusof
thevibes.com","News, Malaysia"
TheMalaysianInsight,@msianinsight,2020-12-15T07:03:03.000Z,"Police deny management Genting Highlands hide positive Covid-19Polis employees nafi management Genting Highlands hide positive Workers Covid-19 | The Malaysian Insight Pahang Police said about 1,500 workers were negative covid-19, but were stationed at the hotel for a 14-day quarantine purpose. themalaysianinsight.com","News, Malaysia"
MERCY Malaysia,@MERCYMalaysia,2020-12-15T07:00:27.000Z,"15 DEC - #MERCYMalaysia Sabah Chapter delivered 5000 units of VTM to Pejabat Kesihatan Kawasan Lahad Datu on Thursday 10.

Check out our FB
https://facebook.com/MERCYMalaysia

#mercymalaysiavolunteers #mercyfightscovid19 #COVID19 #kitajagakita","News, Malaysia"
IWRAW Asia Pacific,@IWRAW_AP,2020-12-15T06:54:03.000Z,"Camilla Cardoso: We are inside a greater metabolism. As we move inside, are we able to relate in a wider sense? How do we learn from the community collapse that COVID-19 created; how do we stay together and grieve together? #GSWF2020 #PossibleFutures","News, Malaysia"
qwertyuiop,@usamahhuhu,2020-12-15T06:53:00.000Z,"Covid 19 pandemic is dangerous, but the pandemic of ignorance is much more dangerous Quote Tweet @batrisyaanisah · Dec 14 I even thought if the hadith is actually... Fatimah the son of the Prophet PBUH who stole the prophet muhd saw ckp forgiveness fatimah die from the hand cut punishment and then which fatimah he would forgive from wrong stealing So there are privileges to put children of fatimah names... Syafaat. Show this thread","News, Malaysia"
"Megat Danial Aó €¾â§E J
L",@megatdanial,2020-12-15T06:50:33.000Z,mRNA is a really cool technology. I hope with the success of fighting covid-19 with this vaccine they can help end more diseases with this technology,"News, Malaysia"
Malaysiakini (BM),@mkini_bm,2020-12-15T06:50:02.000Z,"deny management Genting Highlands 'hideous' positive Covid-19Polis employee nafi management Genting Highlands 'hideous' positive covid-19 worker ""The claim that Genting Highlands is placed in a 'lockdown' situation is also untrue and the public can still visit there, but it is necessary to comply with the SOP,"" said KP Pahang Abd Jalil Hassan. malaysiakini.com","News, Malaysia"
BERNAMA TV,@BernamaTV,2020-12-15T06:49:14.000Z,"government's proposal in increasing the purchase of the COVID-19 vaccine to cater for immunization needs to 70 percent of the people, is seen as the best way to curb the spread of the pandemic in the country. Full news https://bernama.com/bm/am/news.php?id=1912059...",Vaccine
OneNews,@onenewsofficial,2020-12-15T06:49:09.000Z,vaccine is expected to arrive in Singapore this month #onenews #COVID19 #vaksinVaksin Pfizer-Biontech is expected to arrive in Singapore this month - OneNews Singapore's Prime Minister Lee Hsien Loong told the first batch of Pfizer-BioNTech COVID-19 vaccines expected to arrive in the republic later this month. Lee also announced the republic would... onenews.my,Vaccine
BERNAMA TV,@BernamaTV,2020-12-15T06:48:53.000Z,"government's proposal adds to the supply of COVID-19 vaccine to cater for immunization needs of up to 70 percent of the people bringing the rays of hope, thus increasing people's confidence to return to carry out life routines as before. Full news https://bernama.com/bm/am/news.php?id=1912165...","News, Malaysia"
OneNews,@onenewsofficial,2020-12-15T06:14:20.000Z,Don't be too passionate about returning to village – KP Kelantan #onenews #COVID19 #KitaTeguhKitaMenangUsah too passionate back to the village - KP Kelantan - OneNews Kelantan police advised the people of the state who were in the red zone and the remaining states were charged with the MCO so as not to be too passionate about returning to meet family members. It's for a double route... onenews.my,"News, Malaysia"
BERNAMA,@bernamadotcom,2020-12-15T06:14:08.000Z,"COVID-19: Number of flight passengers down to 26.6 million this year - MOT 
@MOTMalaysiaCOVID-19: Number of flight passengers down to 26.6 million this year - MOT
parliament, airline, passenger, COVID-19, MOT
bernama.com","News, Malaysia"
BERNAMA TV,@BernamaTV,2020-12-15T05:56:41.000Z,"The Lintasan Kota Holdings Sdn Bhd (PROLINTAS) project has carried out disinfection and cleaning works at the Kajang SILK Highway Operations Office (SILK) and all 16 of its toll plazas following one of the staff certified positive COVID-19, yesterday.","News, Malaysia"
CodeBlue,@codebluenews,2020-12-15T05:53:38.000Z,"Russia’s Covid-19 Vaccine 91.4% Effective, Developers Confirm 

The Sputnik V vaccine, which is 100% effective at preventing severe Covid-19 cases, can be stored at a temperature of between two and eight degrees Celsius.Russia’s Covid-19 Vaccine 91.4% Effective, Developers Confirm | CodeBlue
The Sputnik V vaccine, which is 100% effective at preventing severe Covid-19 cases, can be stored at a temperature of between two and eight degrees Celsius.
codeblue.galencentre.org",Vaccine
Manvir Victor,@manvirvictor,2020-12-15T05:52:59.000Z,"Covid & Christmas, does it mix? #Covid_19 #ChristmasSilent Night: How coronavirus is killing Christmas
""The best gift you could give is the gift of health.""
thevibes.com","News, Malaysia"
CodeBlue,@codebluenews,2020-12-15T05:49:36.000Z,"Russia’s Covid-19 Vaccine 91.4% Effective, Developers ConfirmRussia’s Covid-19 Vaccine 91.4% Effective, Developers Confirm | CodeBlue
The Sputnik V vaccine, which is 100% effective at preventing severe Covid-19 cases, can be stored at a temperature of between two and eight degrees Celsius.
codeblue.galencentre.org",Vaccine
Lee Fu Haw,@fuhaw,2020-12-15T05:49:10.000Z,"COVID-19 and Your Health https://cdc.gov/coronavirus/2019-ncov/if-you-are-sick/quarantine.html… via 
@CDCgovCOVID-19 and Your Health
Get information about symptoms, testing, what to do if sick, daily activities, and more.
cdc.gov","News, Malaysia"
Mi$Â¢ha $elamat #REVOLUSIS #AkakCheongsam,@Michellelanious,2020-12-15T05:29:27.000Z,"Heartache oh read this sister's experience But thank God she recovered & give birth This kind of also there is another who said COVID-19 is a kind of common fever only Quote Tweet Kween Regina ? @HazwaniHaniMKay · Dec 15 my baby is asleep, hafiq just sleep. i just had a bottle of caramel latte. since i cant sleep i think i just wanna put and share it here. my worst nightmare. i was 37+ weeks pregnant, and tested positive for covid-19. this is my story. Show this thread","News, Malaysia"
BERNAMA Radio,@bernamaradio,2020-12-15T04:37:11.000Z,"The Malaysian Aviation Commission (MAVCOM) expects the number of passenger aviation service seats to be reduced between -72.8 per cent and -75.6 per cent this year, following the impact of COVID-19 - Deputy Transport Minister, Hasbi Habibollah","News, Malaysia"
Public Transit City Malaysia,@MyPTCityKL,2020-12-15T04:32:02.000Z,The duration of surveillance and observation orders for travellers returning from overseas as well as close contact management in Malaysia is reduced from 14 days to 10 days. #COVID19 #KitaJagaKita,"News, Malaysia"
AskMyPTCityKL,@AskMyPTCityKL,2020-12-15T04:31:45.000Z,#HarryParintang #AkhirKisahCinta @InsictechML @HarryParintang https://youtu.be/zwPFLKzCxb4 #spotify #joox #deezer #kkbox #shazam #tiktok #wesing #youtube #youtubemusic #applemusic #itunes #lagu #minang #indonesia #song #hits #trending #osmberhad #covid19 #staysafe #malaysia,Entertainment
Ho Yee Tatt Adison,@Ho_Adison,2020-12-15T04:31:23.000Z,minister wept excitedly ? the global pandemic https://chinapress.com.my/?p=2323216 Send you the news https://t.me/chinapressonline... #????? #????? #???? #COVID_19 #???SOP,"News, Malaysia"
One Stop Music Bhd,@osmberhad,2020-12-15T04:30:03.000Z,"Re-breathing 'Breathing' cinema #onenews #pawagam #wayang #covid19Pawagam 'Breathing' again - OneNews After more than a month of temporary cease operations, the cinema operators agreed to reopen the entertainment premises from December 16th in compliance with strict SOPs. The results of that resume operation... onenews.my",Entertainment
OneNews,@onenewsofficial,2020-12-15T04:21:45.000Z,"COVID-19 in the US is now snatching 300,000 lives http://dlvr.it/Rnfk4h",Global
GerbangPost,@GerbangPost,2020-12-15T04:17:03.000Z,"Reuters reports that a plan drafted by the French government, may see the EU donating 5% of the COVID-19 vaccines it secures to poorer nations. This would see up to 65 million doses sent to poor nations, provided it is agreed to by the 27 EU states.",Global
BFM News,@NewsBFM,2020-12-15T03:30:00.000Z,"I am sorry! This Christmas, it scares you! https://chinapress.com.my/?p=2323184 I've seen it Send you the news https://t.me/chinapressonline... #????? #????? #???? #COVID19","News, Malaysia"
cananga,@mecananga,2020-12-15T03:25:06.000Z,Replying to @farrook22Sya same thoughts. Supposedly when the total number of MP supported TSMY pd bln Feb tu was quite borderline dissolved parliament.At that time Covid-19 was no cluster. W/whatever is destined for the formation of PN. We have to deal with it.,"News, Malaysia"
OneNews,@onenewsofficial,2020-12-15T03:15:08.000Z,"Quarantine only 10 days at quarantine centre in Sarawak

Photo: BERNAMA 

https://facebook.com/onenewsonlineofficial/photos/a.29243944088752/232283321182688/?__cft__[0]=AZUqGozRFDxcJp88M7Y7Wv7G_msMHD32LD92JqcEtWCm91CD0JATL8qLT6m2R30bzLO8Hofr5cKTYssthwk-JmmE6DnxTGn7LVlCIZ9LfrdxTCHz_IZBl1Pr_AwZOeETrt5pJdxXzoNOcU6UTncPtBphUykszZ5Fpa76JB4pA6C8Ng&__tn__=EH-Râ€¦
#onenews #sarawak #kuarantin #covid","News, Malaysia"
CoconutsKL,@CoconutsKL,2020-12-15T03:12:42.000Z,"Opposition says new budget does not meet the objective to fight COVID-19.Malaysiaâ€™s opposition expected to reject federal budget in final vote today | Coconuts KL
Pakatan Harapan said they believe that Budget 2021 leaves much to be desired, especially in areas involving education and frontline workers.
coconuts.co","News, Malaysia"
Canada en Malaisie,@CanadaMalaisie,2020-12-15T03:11:26.000Z,"Major shipments of 
@IAEAorg
 arriving in Malaysia! This delivery contains © ™ essential equipment for accessing ©t©s #COVID19 tests. 
 The Weapon Threat Reduction Program is proud to  support this initiative 
@IAEATC","News, Malaysia"
IFRC Asia Pacific,@IFRCAsiaPacific,2020-12-15T03:09:28.000Z,"Washing hands thoroughly with water and soap is something everyone can do to help prevent the spread of #COVID19. 

#RedCross and #RedCrescent volunteers are visiting communities to make sure as many people as possible know what to do.IFRC and Preetiofficial","News, Malaysia"
Sahida Asikin,@pink_lovelyskin,2020-12-15T03:09:18.000Z,The area within the 1 km environment of our area is only an active case of COVID-19 reported. This is based on hotspots near mysejahtera apps. So always take care of yourself and your family. May we and your family all be spared the disease.,"News, Malaysia"
Lin Hao@KL,Lin Hao@KL,2020-12-15T03:06:37.000Z,"The article quotes one Western expert as saying that foreign #COVID19 like Pfizer will outsell Chinese homegrown ones in China 10 to 1. The pandemic has crashed many obsessions with the West in China. Letâ€™s see.China's vaccine gambit
With its global campaign to test and promote COVID-19 vaccines, China aims to win friends and cut deals. > Science's COVID-19 reporting is supported by the Pulitzer Center and the Heising-Simons...
science.sciencemag.org",Vaccine
OneNews,@onenewsofficial,2020-12-15T01:55:09.000Z,"Two new clusters detected at work in Selangor, Kuala Lumpur

#onenews #covid19 #kkm #kerjaDua new cluster detected for workplace engagement in Selangor, Kuala Lumpur - OneNews
The Solar Ria Cluster and Senu Setia Cluster were identified yesterday involving the workplace. The Solar Cluster involves the districts of Sepang, Kuala Selangor, Gombak, Petaling and Hulu Langat Selangor. Cluster...
onenews.my",Cluster
Kool FM,@koolfmmy,2020-12-15T01:52:07.000Z,"Vaccination is an easy, safe and effective method of protecting communities from dangerous diseases before infecting them. Here are five vaccine facts you need to know. Source: Source: @KKMPutrajaya #KoolFM #COVID19 #JabatanPenerangan",Vaccine
BIMB Securities,@BIMBSecurities,2020-12-15T01:52:01.000Z,"Hartalega confirmed 35 employees tested Covid-19 positive from their initiated Precautionary Mass Testing (PMT) of 8,772 employees.",Cases
BIMB Securities,@BIMBSecurities,2020-12-15T01:52:01.000Z,"Company Update

Hartalega: Covid-19 trouble 

BUY  | RM23.80","News, Malaysia"
BIMB Securities,@BIMBSecurities,2020-12-15T01:51:24.000Z,"Assalamualaikum & Good Morning,
15th December 2020 / 29 Rabiul End 1442H

Report Published
Company Update : Hartalega : Covid-19 trouble; 

TP: RM23.80 (BUY)","News, Malaysia"
OneNews,@onenewsofficial,2020-12-15T01:45:40.000Z,"The COVID-19 vaccine began to be distributed to states in the United States.

The process of transmission of vaccines developed by Pfizer-BioNtech is made neatly and systematically to ensure its quality is not affected.

https://facebook.com/onenewsonlineofficial/videos/836070810516100â€¦
#onenews #vaksin #covid19 #amerikasyarikat",Vaccine
Ainuddin Mohamad,@ainuddin,2020-12-15T01:40:38.000Z,"Even with vaccines on the way, treatments are needed to prevent COVID-19 from getting worseâ€”and to be ready for COVID-25, COVID-37, and so on.

https://bit.ly/3gQQKLQ",Vaccine
Air Times News Network,@AirTimesNews,2020-12-15T01:37:28.000Z,"
The RMAF also carries PPE set equipment from MOH to cater for the needs of Sabah state health centres
@airforcenextgen
 @KKMPutrajaya
 @MarkasATM
#TUDM #Sabah #KKM #PPE #COVID19 #RTK #AirTimesTUDM flying 110,250 COVID-19 screening kits to Sabah
SUBANG, Dec 15 – Dec â€"" The Royal Malaysian Air Force (RMAF) fl flies medical equipment â€̃Rapid Test Kit (RTK) Antigenâ€™ COVID-19 of 110,250 from the Social Welfare Organisation (PERKâ€¦
airtimes.my

The TUDM also carries PPE set equipment from MOH to cater for the needs of Sabah state health centres
@airforcenextgen
 @KKMPutrajaya
 @MarkasATM
#TUDM #Sabah #KKM #PPE #COVID19 #RTK #AirTimesTUDM flying 110,250 COVID-19 screening kits to Sabah
SUBANG, Dec 15 – Dec â€"" The Royal Malaysian Air Force (RMAF) fl flies medical equipment â€̃Rapid Test Kit (RTK) Antigenâ€™ COVID-19 of 110,250 from the Social Welfare Organisation (PERKâ€¦
airtimes.my
","News, Malaysia"
RTM Malaysia,@RTM_Malaysia,2020-12-15T01:09:59.000Z,The Government proposes to increase the purchase of COVID-19 vaccine to meet the immunization needs of up to 70% of the people compared to the original quantity of 30%. #COVID19 #KitaTeguhKitaMenang #KomunikasiKita,Vaccine
Rahman Ariffin #KitaJagaKita,@ManPin,2020-12-15T01:08:07.000Z,"
Minus Budget2021. If there's a reject, Muhyiddin &amp; Gang make ""Shafie Apdal Move"", hold PRU15, how? Budget doesn't pass, Covid19 case rampages, 
@DGHisham
 &amp; Gang gets dizzy. People, want to remove the EPF again to? Or expect Ebit Liew to help?
","News, Malaysia"
Dr. Zulkifli Mohamad Al-Bakri,@drzul_albakri,2020-12-15T01:07:19.000Z,MUSAADAH COVID-19 : WE CARE FOR ANDADR. Zulkifli Mohamad Al-Bakri @drzul_albakri MUSAADAH COVID-19 : WE CARE ABOUT YOU pscp.tv,"News, Malaysia"
nmyasser,@nmyasser,2020-12-15T01:05:31.000Z,Replying to @mkini_bm@MuhyiddinYassin @tzafrul_aziz @KWSPMalaysia @NajibRazak @drasyrafwajdi @DrZahidHamidi @chedetofficial @anwaribrahim #kwsp10k give contributors all in need. Dispose of JASA allocation. Add lg allocation to #Covid_19 Eliminate political cronies. New tu folk empowerment,Politic
NoraidaHalijah,@Loveander,2020-12-15T01:03:38.000Z,"Spread the awareness to avoid confusion 
  #Covid_19 #covidteamklia","News, Malaysia"
BERNAMA Radio,@bernamaradio,2020-12-15T01:03:18.000Z,"#globalbuzz Brazil reported 433 deaths from the #COVID-19 disease in the last 24 hours, raising the death toll to 181,835 - Ministry of Health",Deaths
BERNAMA TV,@BernamaTV,2020-12-15T01:02:44.000Z,#ICYMI #BuletinBernama COVID-19: Two new clusters identified https://facebook.com/167047123315520/videos/426285438500909…,Cluster
BERNAMA TV,@BernamaTV,2020-12-15T01:02:28.000Z,"#ICYMI #BuletinBernama COVID-19: New Cases 1,371, Selangor remains the highest Cases record https://facebook.com/167047123315520/videos/232909254897930…",Cases
IFRC Asia Pacific,@IFRCAsiaPacific,2020-12-15T01:01:40.000Z,"When #TyphoonGoni hit the #Philippines in November, Cristina lost most of her belongings. Despite the devastation and #COVID19 pandemic, she is determined to stay positive. 

“We will rise again, no matter how tough and slow it will be to rebuild our homes and livelihoods.”IFRC and Philippine Red Cross","News, Malaysia"
Smart Tunnel,@Smarttunnel,2020-12-15T01:01:05.000Z,0904HRS United we firmly control the contagion of COVID19. We can afford to do it together. #SMARTTunnel #SMARTshares #1stdualpurposetunnelintheworld #BersamaCegahCovid,"News, Malaysia"
BERNAMA TV,@BernamaTV,2020-12-15T00:00:00.000Z,Estivization of new norms in the community to prevent the spread of COVID-19. #CegahCOVID19 #KitaJagaKita #PatuhiSOP,"News, Malaysia"
BERNAMA Radio,@bernamaradio,2020-12-14T23:45:17.000Z,#ICYMI Two new clusters #COVID-19 detected involving workplaces - @DGHisham https://bernama.com/bm/news.php?id=1912208â€¦,Cluster
The Star,@staronline,2020-12-14T23:41:25.000Z,"Nepali worker Top Glove's first Covid-19 death, says company
https://thestar.com.my/news/nation/2020/12/15/nepali-worker-top-gloves-first-covid-19-death-says-companyâ€¦Nepali worker Top Gloveâ€™s first Covid-19 death, says company
KLANG: A 29-year-old Nepali is believed to be the first casualty among medical latex glove maker Top Glove Corporation Bhdâ€™s workers who tested positive for Covid-19.
thestar.com.my",Deaths
Dr. Uzir,@Dr_Uzir,2020-12-14T23:37:42.000Z,latest statistics #COVID19 14 December 2020. Together we stem the spread of #COVID19 by following the advice and instructions @MKNJPM Dan @KKMPutrajaya . Take care of the alignment and reduce face-to-face interactions. Successfully #BanciMalaysia2020 e-census in https://ecensus.mycensus.gov.my/landing0:31 92 views,"News, Malaysia"
The Star,@staronline,2020-12-14T23:31:53.000Z,"BWF meets will go on although Lund is down with Covid-19
https://thestar.com.my/sport/badminton/2020/12/15/bwf-meets-will-go-on-although-lund-is-down-with-covid-19â€¦BWF meets will go on although Lund is down with Covid-19
PETALING JAYA: The much-awaited badminton season will take off as planned although the Badminton World Federation (BWF) secretary general Thomas Lund has been tested positive for Covid-19. The world...
thestar.com.my","News, Malaysia"
BERNAMA Radio,@bernamaradio,2020-12-14T23:26:52.000Z,"#globalbuzz The National Center for Disease Control of Libya reported 578 new #COVID-19 Cases, bringing the total confirmed Cases in the North African country to 91,357",Cases
BERNAMA Radio,@bernamaradio,2020-12-14T22:54:42.000Z,"#globalbuzz Another 20,263 people in Britain have tested positive for #COVID-19, bringing the total number of Cases in the country to 1,869,666. The coronavirus-related deaths in Britain rose by 232 to 64,402 - Health Secretary Matt Hancock",Cases
KK_10,@kk131066,2020-12-14T17:19:11.000Z,"3

#Corruption is cancer

If left untreated, it collapses the country

#LockHimUp 

#TrumpCorruption #Trump #TrumpLiesEverytimeHeSpeaks #TrumpVirus #Covid_19 #coronavirus #TrumpOwnsEveryDeath #TrumpCult #Traitor #TreasonousTrump #HumanRights #Resist #Resistance #Truth #FactsGIF",Politic
Manali,@Manali_01,2020-12-14T17:18:26.000Z,"#CovidVaccine #COVID19Quote Tweet
Faheem Younus, MD
@FaheemYounus
 Â· Dec 14
COVID vaccine is great news for EVERYONE â€” except the virus:)",Vaccine
Ooi Beng Cheang,@luxentX,2020-12-14T17:05:28.000Z,Looking forward to the outcome. I've visited the Kajang women's prison before a few years ago. Saw a few of them in mask. Wardens told me they were TB patients and had to be isolated. Can't imagine how they do it now with COVID-19. https://nst.com.my/amp/opinion/letters/2020/12/649456/modernising-prison-management?__twitter_impression=trueâ€¦,"News, Malaysia"
KK_10,@kk131066,2020-12-14T16:54:46.000Z,"If you don't reject #lies, your children may not have a home because America will cease to exist

No #Truth - No Future

#Trump #TrumpIsARacist #TrumpVirus #COVID19 #Traitor #TraitorsSupportTraitorTrump #TrumpIsALiar #TrumpGenocide #Treason #freedom #HumanRights #Resist #Facts1:46
226 views",Politic
Ho Yee Tatt Adison,@Ho_Adison,2020-12-14T16:27:18.000Z,"Latest Status #COVID19, 14 Dis 2020 Cured cases=1,204 Total cured cases=70,597 cases New case positive=1,371 cases (1,370 local, 1 import) Total positive=84,846 cases Death case=4 Total death cases=419 cases Cases treated in ICU=114 cases Respiratory Help=62 cases","News, Malaysia"
PERKIM KEBANGSAAN,@perkimHQ,2020-12-14T15:11:53.000Z,"Friday Sermon : ""Give To Parents, Invite Happy Living"" Khatib: YBhg Datuk Haji Hasbullah L. Isa (Honorary Assistant Secretary-General of PERKIM) Datuk Hj Hasbullah Video: FLT https://youtu.be/WUmpBLj0ajs #khutbah #jumaat #ibubapa #covid19 #perkim #surauperkimKhutbah Statement -Present to Parents Inviting Happy Living:... Friday Sermon : ""Present to Parents, Invites Happy Life ""Khatib: YBhg Datuk Haji Hasbullah L. Isa (Assistant Honorary Secretary-General of PERKIM)Su... youtube.com","News, Malaysia"
Media Selangor,@Media_Selangor,2020-12-14T15:03:04.000Z,"#AGENDA to reach phase three of Dec 28, the Covid-19 Vaccine arrives at the end of https://selangorkini.my/2020/12/singapura-masuki-fasa-tiga-28-dis-vaksin-covid-19-tiba-hujung-tahun/?utm_source=dlvr.it&utm_medium=twitterâ€¦",Vaccine
MERCY Malaysia,@MERCYMalaysia,2020-12-14T15:00:56.000Z,"14 DEC - 50 families in Semabuk and Duyong, Melaka received food packs from #MERCYMalaysia last week. Visit our FB for more https://facebook.com/MERCYMalaysia #mercymalaysiavolunteers #mercyfightscovid19 #COVID19 #kitajagakita","News, Malaysia"
TheMalaysianInsight,@msianinsight,2020-12-14T14:46:02.000Z,"58 Covid-19 clusters in Sabah still active58 Covid-19 clusters in Sabah still active | The Malaysian Insight
Out of 283 new cases, 64 are from screening of existing clusters, says Masidi Manjun.
themalaysianinsight.com",Cluster
Wisma Putra,@MalaysiaMFA,2020-12-14T14:45:38.000Z,"Secretary-General Dato' Sri 
@IkramShahrul
 today received a contribution of N95 face masks from 
@MERCYMalaysia
 for delivery to Myanmar as part of 
's COVID-19 assistance programme.0:06
2.3K views","News, Malaysia"
Saluran TV1,@tv1_rtm,2020-12-14T14:30:00.000Z,Continue to practice new norms and self-control in everyday life so that we can jointly disconnect the chain of contagion of #COVID19. Source: National Security Council,"News, Malaysia"
Media Selangor,@Media_Selangor,2020-12-14T14:13:33.000Z,Selangor Journal | Two new Covid-19 clusters at work places detected https://selangorjournal.my/2020/12/two-new-covid-19-clusters-at-work-places-detected/?utm_source=dlvr.it&utm_medium=twitterâ€¦,Cluster
BERNAMA,@bernamadotcom,2020-12-14T14:11:19.000Z,"58 #COVID19 clusters in Sabah still active

https://bernama.com/en/general/news.php?id=1912248â€¦",Cluster
Wisma Putra,@MalaysiaMFA,2020-12-14T14:45:38.000Z,"Secretary-General Dato' Sri 
@IkramShahrul
 today received a contribution of N95 face masks from 
@MERCYMalaysia
 for delivery to Myanmar as part of 
's COVID-19 assistance programme.0:01
2.3K views","News, Malaysia"
JK,@Jue_Kobs,2020-11-09T15:13:47.000Z,"Covid-19: We Take Care of Us Remember your loved ones, obey the SOP set to take care of the safety of our communities. A small step in the right direction, let's obey and practice it! #BeliaPrihatin #gpbbpb #KitaJagaKita #PatuhiSOP #StayHomeStaySafe","News, Malaysia"
Liga Malaysia,@ligamalaysianet,2020-11-09T14:29:15.000Z,Status Covid-19 Malaysia 9 November 2020 https://youtube.com/watch?v=dw-TYHViFawâ€¦ #covid19 #covid19malaysia #coronavirus #Malaysia #KitaJagaKita #KitaTeguhKitaMenang #KitaMestiMenang #StayHome #StaySafe #MalaysiaPrihatin #RakyatJagaRakyatStatus Covid-19 Malaysia 9 November 2020 COVID-19; 9 November 2020 Total new discharge:1345 Cumulative Total:29579 (71.8%)Total new cases:972 Total cumulative:41181 Total active cases:11308 Localkes: 967 (... youtube.com,"News, Malaysia"
Majlis Bandaraya Kuala Terengganu,@mbktrg,2020-11-09T10:31:50.000Z,LATEST COVID-19 PANDEMIC IN TERENGGANU 9 NOVEMBER 2020 SOURCE : FB TERENGGANU STATE HEALTH DEPARTMENT #MBKT #KualaTerengganu #PatuhiPKPB #KitaJagaKita,"News, Malaysia"
Saluran TV1,@tv1_rtm,2020-11-09T10:30:00.000Z,"THE CONCEPT OF CULTIVATING NEW NORMS Cultivation of new norms using CAPP approach by targeting individuals, families and communities in preventing the spread of COVID-19 #PembudayaanNormaBaharuDalamKomuniti #KitaJagaKita #StaySafe","News, Malaysia"
TheMalaysianInsight,@msianinsight,2020-11-09T10:18:01.000Z,"JUST IN: Malaysia's #Covid_19 death toll is at 294 with 8 new deaths. 

* 1,345 discharged, total now is 29,579.
* 972 new cases, total now is 41,181.
* 11,308 active cases
* 86 in ICU, 31 on ventilators

#KitaJagaKita","News, Malaysia"
Majlis Bandaraya Kuala Terengganu,@mbktrg,2020-11-09T10:15:09.000Z,"COVID-19 Current Status In Malaysia, 9 Nov 2020 SOURCE : FB MINISTRY OF HEALTH MALAYSIA #MBKT #KualaTerengganu #PatuhiPKPB #KitaJagaKita","News, Malaysia"
Info Trafik Besraya,@BESRAYAtrafik,2020-11-09T10:04:16.000Z,1804hrs The traffic flow is moving smoothly and controlled towards all directions along the highway. The weather is good. Follow the Recovery Movement Control Order (MCO) command. Together decided on the covid-19 virus spread chain. #kltu #StaySafe #KitaJagaKita,"News, Malaysia"
